epoch,accuracy,loss,val_accuracy,val_loss
0,0.9765027165412903,0.1424953192472458,0.9783463478088379,0.10107630491256714
1,0.9765323996543884,0.10280876606702805,0.9783463478088379,0.09290637075901031
2,0.9765323996543884,0.09265678375959396,0.9783463478088379,0.0893372967839241
3,0.9765323996543884,0.08892995119094849,0.9783463478088379,0.08516184985637665
4,0.9765323996543884,0.08687428385019302,0.9783463478088379,0.08243433386087418
5,0.9765323996543884,0.08542411029338837,0.9783463478088379,0.08081996440887451
6,0.9765323996543884,0.08424261957406998,0.9783463478088379,0.08047616481781006
7,0.9765323996543884,0.08337375521659851,0.9783463478088379,0.07926533371210098
8,0.9765323996543884,0.08252806216478348,0.9783463478088379,0.0795571357011795
9,0.9765323996543884,0.08186080306768417,0.9783463478088379,0.07960645854473114
10,0.9765323996543884,0.08120959997177124,0.9783463478088379,0.07913627475500107
11,0.9765323996543884,0.08045685291290283,0.9783463478088379,0.07814991474151611
12,0.976534366607666,0.07970600575208664,0.9783717393875122,0.07751592993736267
13,0.9766268134117126,0.07889364659786224,0.9785274863243103,0.07637385278940201
14,0.9768540859222412,0.07798362523317337,0.9786757826805115,0.07641289383172989
15,0.9770630598068237,0.07719439268112183,0.9787232875823975,0.07594374567270279
16,0.9771553874015808,0.07655364274978638,0.9787646532058716,0.07519510388374329
17,0.977260410785675,0.07602549344301224,0.9788278341293335,0.07503248006105423
18,0.9773543477058411,0.07570209354162216,0.9788787364959717,0.07512842863798141
19,0.9774367809295654,0.07521472871303558,0.9789745211601257,0.07450397312641144
20,0.9775283932685852,0.07490091025829315,0.9790578484535217,0.07414019852876663
21,0.9776608943939209,0.07459723204374313,0.979129433631897,0.07378935068845749
22,0.9777934551239014,0.07422201335430145,0.9792028069496155,0.07439394295215607
23,0.9778836965560913,0.07399129867553711,0.9793462157249451,0.07344578951597214
24,0.9779912829399109,0.07387115806341171,0.9793646335601807,0.07343120127916336
25,0.9780645966529846,0.0735861212015152,0.9793775677680969,0.07382776588201523
26,0.9781415462493896,0.0733189806342125,0.9794716835021973,0.07340619713068008
27,0.9781877994537354,0.07328934967517853,0.9795633554458618,0.07310975342988968
28,0.9782534837722778,0.07297514379024506,0.9795282483100891,0.07294460386037827
29,0.9783289432525635,0.07280783355236053,0.9796310067176819,0.07244095951318741
30,0.978360116481781,0.0727672204375267,0.9796236753463745,0.07263059914112091
31,0.9784146547317505,0.07248331606388092,0.9796037673950195,0.07291720807552338
32,0.9784462451934814,0.07237972319126129,0.9797564744949341,0.07207395136356354
33,0.9784918427467346,0.07219060510396957,0.9796813130378723,0.07239089906215668
34,0.9785336256027222,0.07210155576467514,0.9798380732536316,0.07147207856178284
35,0.9785640239715576,0.07199893891811371,0.9798903465270996,0.07148329168558121
36,0.9786165952682495,0.07178502529859543,0.9799883961677551,0.07128819823265076
37,0.9786678552627563,0.0716816857457161,0.9799807071685791,0.07091159373521805
38,0.9786803126335144,0.07143917679786682,0.9800337553024292,0.07083318382501602
39,0.978713870048523,0.07136378437280655,0.9800577163696289,0.07079809159040451
40,0.978752076625824,0.07117535173892975,0.980073094367981,0.07074471563100815
41,0.9787869453430176,0.07115719467401505,0.9802968502044678,0.06984974443912506
42,0.9788148403167725,0.07101041078567505,0.9801895022392273,0.07064666599035263
43,0.9788330793380737,0.07086131721735,0.9801449775695801,0.07055483758449554
44,0.9788758158683777,0.07087422907352448,0.9801903963088989,0.07118428498506546
45,0.9789199829101562,0.07076224684715271,0.9802851676940918,0.07094871997833252
46,0.9789027571678162,0.07065962255001068,0.9803678393363953,0.07024374604225159
47,0.9789252281188965,0.0704631358385086,0.9804520010948181,0.06920138001441956
48,0.9789671897888184,0.0704125389456749,0.9803604483604431,0.06957446783781052
49,0.9790428876876831,0.07034491747617722,0.9802466034889221,0.07010750472545624
50,0.9790427684783936,0.07016986608505249,0.9804393649101257,0.06984173506498337
51,0.9790736436843872,0.07012651115655899,0.98041832447052,0.06923183798789978
52,0.979098379611969,0.06997660547494888,0.9804537296295166,0.07001287490129471
53,0.9791486859321594,0.06995849311351776,0.9805607795715332,0.06919319927692413
54,0.9791274070739746,0.06986584514379501,0.9805371761322021,0.0697234496474266
55,0.979126513004303,0.06991099566221237,0.9804445505142212,0.06979860365390778
56,0.979209840297699,0.06965503096580505,0.9806106090545654,0.06955049932003021
57,0.9791780114173889,0.06962547451257706,0.980562686920166,0.06984298676252365
58,0.9792214035987854,0.06955549865961075,0.9807068705558777,0.06969209760427475
59,0.9792542457580566,0.06945295631885529,0.9805236458778381,0.06905338168144226
60,0.9792688488960266,0.06950007379055023,0.9805527329444885,0.07009526342153549
61,0.9792732000350952,0.06929797679185867,0.9805958867073059,0.06911841779947281
62,0.979293704032898,0.06928682327270508,0.9806128740310669,0.06928233802318573
63,0.9793214201927185,0.06929803639650345,0.9807214140892029,0.06894111633300781
64,0.9793052673339844,0.06922713667154312,0.980650007724762,0.0688830018043518
65,0.9793699383735657,0.0690641775727272,0.9805493950843811,0.069099061191082
66,0.9793675541877747,0.06897188723087311,0.9805378317832947,0.06902908533811569
67,0.9793832302093506,0.06910830736160278,0.9805333614349365,0.0695050060749054
68,0.9794458150863647,0.06884782016277313,0.980599045753479,0.06899639964103699
69,0.9794246554374695,0.06888344883918762,0.9805361032485962,0.0687984824180603
70,0.979448676109314,0.06889702379703522,0.9805864095687866,0.06896331161260605
71,0.9794473648071289,0.06890936940908432,0.9807699918746948,0.0686979666352272
72,0.9794642925262451,0.06883382052183151,0.9807971119880676,0.06841383874416351
73,0.9794907569885254,0.06875020265579224,0.9807859659194946,0.06859119981527328
74,0.9795167446136475,0.06872439384460449,0.9806360602378845,0.06907174736261368
75,0.9795441031455994,0.06855987757444382,0.9806360006332397,0.0689544528722763
76,0.9795379638671875,0.06859949231147766,0.9806987047195435,0.06878563016653061
77,0.9795429110527039,0.06853978335857391,0.9805879592895508,0.06924962997436523
78,0.9795743227005005,0.06854104995727539,0.9808438420295715,0.06836038827896118
79,0.9795972108840942,0.06849779933691025,0.9808152914047241,0.06835507601499557
80,0.9795747399330139,0.06843901425600052,0.9807869791984558,0.06845522671937943
81,0.9796128273010254,0.06839626282453537,0.9808995127677917,0.06784209609031677
82,0.9795891642570496,0.06850967556238174,0.9807083010673523,0.06867054104804993
83,0.9796000123023987,0.06834923475980759,0.9808309674263,0.06792330741882324
84,0.9795975089073181,0.06829792261123657,0.9807167053222656,0.06877712160348892
85,0.9796109199523926,0.06830231845378876,0.9807784557342529,0.06785524636507034
86,0.9796093106269836,0.06838034838438034,0.9807277917861938,0.06878036260604858
87,0.9796811938285828,0.06813079118728638,0.9806097149848938,0.06877440214157104
88,0.9796653389930725,0.06806295365095139,0.9807260632514954,0.0681486502289772
89,0.9796881675720215,0.06816595047712326,0.9807939529418945,0.06807763129472733
90,0.9797160625457764,0.06812792271375656,0.9808163046836853,0.06807801127433777
91,0.9796885848045349,0.0681072250008583,0.9809611439704895,0.06759432703256607
92,0.9797260761260986,0.06805646419525146,0.9807662963867188,0.06793101131916046
93,0.9797129034996033,0.06810954958200455,0.9809314012527466,0.06736001372337341
94,0.9796838164329529,0.0681341141462326,0.9807551503181458,0.0688994824886322
95,0.9797436594963074,0.06795090436935425,0.9808314442634583,0.0682024359703064
